집행목적,대상인원,집행금액,1소속부서,집행지주소,집행지명,cnt
서울혁신파크 활성화 방안 논의 간담회,혁신기획팀장 등 총 9명,146000,서울혁신기획관,서울 중구 세종대로21길 22,열빈광화문점,1
2017년 부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 7명,175000,서울혁신기획관,서울 중구 세종대로 124,더테이블한정식,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 7명,49000,서울혁신기획관,서울 중구 을지로3길 22,우리집순두부,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 3명,10500,서울혁신기획관,서울 중구 남대문로9길 6,스몰하우스빅도어비스,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 15명,270000,서울혁신기획관,서울 중구 무교동,산채향,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 4명,103100,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,45000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
비전화공방 서울 운영 방안 논의 간담회,서울혁신기획관 등 총 5명,149500,서울혁신기획관,서울 중구 청계천로 8,한미리,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 6명,91000,서울혁신기획관,서울 중구 을지로,구이구이,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,52600,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
2017 정책박람회 추진 방향 논의 간담회,사회혁신담당관 등 총 6명,90000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,90000,서울혁신기획관,서울 중구 을지로3길 24,남포면옥,1
사회혁신 대외협력 활성화 방안 논의 간담회,이○○ 주무관 등 총 6명,70500,서울혁신기획관,서울 중구 남대문로9길 40,오오토모,1
서울혁신 뉴플랜 수립 방안 논의 간담회,서울혁신기획관 등 총 12명,252000,서울혁신기획관,서울 중구 무교로 17-25,무교소호정,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 5명,149500,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 7명,90000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
제안 제도 활성화 방안 논의 간담회,서울혁신기획관 등 총 5명,60000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 10명,209790,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
2017년 부서 핵심사업 홍보 전략 논의 간담회,사회혁신담당관 등 총 4명,43000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 2명,42000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 7명,105000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,14000,서울혁신기획관,서울 중구 을지로1길 38,무교동북어국집,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 4명,60000,서울혁신기획관,서울 종로구 인사동16길 3-6,"꽃,밥에피다",1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 4명,74000,서울혁신기획관,서울 중구 을지로,구이구이,1
공유서울 등 부서 핵심사업 논의 간담회,서울혁신기획관 등 총 4명,86000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
예산 조기집행 방안 논의 간담회,사회혁신담당관 등 총 4명,40000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,33000,서울혁신기획관,서울 중구 남대문로9길 40,오복미역,1
2017년 부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 4명,115000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,32000,서울혁신기획관,서울 중구 세종대로22길,동원참치,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 2명,37000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
2017년 공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 8명,200000,서울혁신기획관,서울 중구 덕수궁길 7,바닷가작은부엌,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,40000,서울혁신기획관,서울 종로구 종로7길 29-17,두림,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 5명,77000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
예산 조기집행 방안 논의 간담회,서울혁신기획관 등 총 5명,20000,서울혁신기획관,서울 중구 덕수궁길 61,디－얼루어,1
비전화공방 서울 운영 방안 논의 간담회,이○○ 주무관 등 총 7명,22300,서울혁신기획관,서울 중구 남대문로9길 16,해즈빈데어,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 8명,200000,서울혁신기획관,서울 중구 덕수궁길 7,바닷가작은부엌,1
제안 제도 활성화 방안 논의 간담회,사회혁신담당관 등 총 6명,147400,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
제안 제도 활성화 방안 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
서울 창의상 발전 방안 논의 간담회,혁신기획팀장 등 총 8명,111000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 12명,168000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 활성화 방안 논의 간담회,혁신기획팀장 등 총 6명,66000,서울혁신기획관,서울 중구 을지로3길 21,여수바다장어,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,16000,서울혁신기획관,서울 중구 서소문로9길 28,한촌설렁탕,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,48000,서울혁신기획관,서울 중구 남대문로9길 40,오복미역,1
비전화공방 서울 운영 방안 논의 간담회,서울혁신기획관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 4명,96100,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 3명,36000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
예산 조기집행 방안 논의 간담회,혁신기획팀장 등 총 6명,180000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 4명,130000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,16000,서울혁신기획관,서울 중구 다동,우리집순두부,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 5명,12500,서울혁신기획관,서울 종로구 새문안로5가길 5,엠엠티에이치,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 2명,7800,서울혁신기획관,서울 종로구 도렴동,파이페이스광화문점,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 3명,65000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 4명,32000,서울혁신기획관,서울 중구 다동,우리집순두부,1
공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 6명,166000,서울혁신기획관,서울 중구 을지로3길 24,남포면옥,1
서울혁신파크 활성화 방안 논의 간담회,혁신기획팀장 등 총 5명,51000,서울혁신기획관,서울 중구 다동,교동전선생,1
대학생 혁신역량 강화사업 추진방안 논의 간담회,서울혁신기획관 등 총 3명,60000,서울혁신기획관,서울 중구 남대문로9길 39,사조참치무교점,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 7명,127800,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
청년주거공유 등 공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 4명,58000,서울혁신기획관,서울 중구 을지로3길 24,남포면옥,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 5명,70000,서울혁신기획관,서울 중구 무교로 17-13,이북만두,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 7명,105000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 3명,46000,서울혁신기획관,서울 중구 남대문로9길 40,오복미역,1
신규 공유기업 지정 공모 추진 논의 간담회,사회혁신담당관 등 총 4명,40000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 5명,61000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
사회혁신 대외협력 활성화 방안 논의 간담회,서울혁신기획관 등 총 3명,13000,서울혁신기획관,서울 종로구 세종대로23길 54,파리크라상,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,50000,서울혁신기획관,서울 중구 세종대로 124,더테이블한정식,1
2017 정책박람회 추진 방향 논의 간담회,사회혁신담당관 등 총 6명,115000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
서울혁신파크 운영 현안 논의 간담회,사회혁신담당관 등 총 4명,96000,서울혁신기획관,서울 중구 을지로3길 28,참복집,1
예산 조기집행 방안 논의 간담회,김○○ 주무관 등 총 4명,40000,서울혁신기획관,서울 중구 무교로 13,포메인,1
협치시정 발전 방안 논의 간담회,서울혁신기획관 등 총 5명,84600,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 2명,14000,서울혁신기획관,서울 중구 다동길 24-10,초류향,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 5명,20000,서울혁신기획관,서울 종로구 세종대로23길 54,파리크라상,1
청년주거공유 등 공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,28000,서울혁신기획관,서울 종로구 새문안로5가길 3,사보텐,1
청년주거공유 등 공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,13000,서울혁신기획관,서울 종로구 새문안로5길,파리크라상,1
서울혁신파크 홍보방안 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 6명,150000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 4명,44000,서울혁신기획관,서울 중구 남대문로9길 40,오복미역,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 6명,81000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 3명,78000,서울혁신기획관,서울 중구 을지로3길 24,남포면옥,1
공유기업 지정 공모 추진방안 논의 간담회,사회혁신담당관 등 총 5명,75000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
서울혁신파크 운영 현안 논의 간담회,혁신기획팀장 등 총 4명,52000,서울혁신기획관,서울 중구 남대문로9길 40,돈수백,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 2명,20000,서울혁신기획관,서울 중구 을지로3길 24,남포면옥,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 10명,291000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
서울혁신파크 조성 현안 논의 간담회,혁신파크조성팀장 등 총 6명,118000,서울혁신기획관,서울 중구 무교로 12,싸바치킨,1
서울혁신파크 운영 현안 논의 간담회,사회혁신담당관 등 총 4명,77000,서울혁신기획관,서울 중구 세종대로 136,유로구루메,1
2017 정책박람회 추진 방향 논의 간담회,사회혁신담당관 등 총 6명,90000,서울혁신기획관,서울 중구 남대문로9길 40,서울불고기,1
핵심사업 업무 추진방향 논의 간담회,혁신기획팀장 등 총 6명,113000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
공유서울 홍보 전략 논의 간담회,사회혁신담당관 등 총 5명,56000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,39000,서울혁신기획관,서울 중구 남대문로9길 24,충무집,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,54000,서울혁신기획관,서울 중구 덕수궁길 7,바닷가작은부엌,1
예산 조기집행 방안 논의 간담회,사회혁신담당관 등 총 9명,156000,서울혁신기획관,서울 중구 세종대로21길 40,몽로,1
공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 5명,119600,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 2명,16000,서울혁신기획관,서울 중구 을지로1길 15,대가,1
제안 제도 활성화 방안 논의 간담회,서울혁신기획관 등 총 7명,105000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
제안 제도 활성화 방안 논의 간담회,서울혁신기획관 등 총 4명,20000,서울혁신기획관,서울 중구 세종대로 124,서울에서첫번째로잘하는전통찻집,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 2명,22000,서울혁신기획관,서울 종로구 새문안로5가길 7,평가옥,1
핵심사업 업무 추진방향 논의 간담회,혁신기획팀장 등 총 3명,60000,서울혁신기획관,서울 중구 을지로1가,흑산도홍어본가,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 5명,86000,서울혁신기획관,서울 중구 덕수궁길 7,바닷가작은부엌,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 6명,116100,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 5명,140000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 3명,38000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 2명,5000,서울혁신기획관,서울 중구 남대문로9길 40,어반스테이,1
공유서울 발전방안 논의 간담회,사회혁신담당관 등 총 5명,125100,서울혁신기획관,서울 종로구 종로3길 17,매드포갈릭,1
공유 관련 신규 사업 발굴 논의 간담회,사회혁신담당관 등 총 5명,73000,서울혁신기획관,서울 중구 세종대로 136,사보텐,1
서울혁신파크 활성화 방안 논의 간담회,혁신기획팀장 등 총 8명,58000,서울혁신기획관,서울 중구 다동길 24-12,청주회관,1
공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 4명,112000,서울혁신기획관,서울 중구 남대문로9길,해우리,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 3명,75000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 5명,50000,서울혁신기획관,서울 중구 세종대로11길 26,진주회관,1
제안 제도 활성화 방안 논의 간담회,사회혁신담당관 등 총 5명,65000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 2명,20000,서울혁신기획관,서울 중구 세종대로11길 26,진주회관,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 12명,202000,서울혁신기획관,서울 종로구 종로 51,애슐리,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 6명,109000,서울혁신기획관,서울 중구 덕수궁길 7,바닷가작은부엌,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,60000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
핵심사업 업무 추진방향 논의 간담회,사회혁신담당관 등 총 5명,145000,서울혁신기획관,서울 중구 남대문로9길,해우리,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 3명,53000,서울혁신기획관,서울 중구 남대문로9길 20,목포세발낙지,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 24명,360000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,50000,서울혁신기획관,서울 중구 무교로 16,동해수산,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,9600,서울혁신기획관,서울 중구 남대문로9길 6,스몰하우스빅도어비스트로,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,8000,서울혁신기획관,서울 종로구 새문안로5길,파리크라상,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 7명,105000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
예산 조기집행 방안 논의 간담회,서울혁신기획관 등 총 4명,48000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,6000,서울혁신기획관,서울 중구 남대문로9길 40,어반스테이,1
공유서울 등 부서 핵심사업 논의 간담회,사회혁신담당관 등 총 4명,46000,서울혁신기획관,서울 중구 무교로 17-13,이북만두,1
2017 정책박람회 추진 방향 논의 간담회,사회혁신담당관 등 총 12명,300000,서울혁신기획관,서울 중구 서애로1길 49,백상,1
공유기업 지정 공모 추진방안 논의 간담회,김○○주무관 등 총 4명,60000,서울혁신기획관,서울 중구 남대문로9길 40,서울불고기,1
공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 6명,123000,서울혁신기획관,서울 중구 세종대로21길 22,열빈,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 4명,53000,서울혁신기획관,서울 중구 다동길 5,오징어풍경,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,40000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
2017 정책박람회 추진 방향 논의 간담회,사회혁신담당관 등 총 7명,70000,서울혁신기획관,서울 중구 을지로 6,왕왕생고기,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 4명,40000,서울혁신기획관,서울 중구 세종대로11길 26,진주회관,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 5명,60000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
2017 정책박람회 추진 방향 논의 간담회,서울혁신기획관 등 총 12명,196000,서울혁신기획관,서울 중구 다동길 24-12,청주회관,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 7명,175000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
공유서울 확산 예산 편성 논의 간담회,서울혁신기획관 등 총 4명,80000,서울혁신기획관,서울 중구 을지로1길 32-3,낙동강,1
서울혁신파크 활성화 방안 논의 간담회,혁신기획팀장 등 총 7명,70000,서울혁신기획관,서울 중구 을지로 6,왕왕생고기,1
부서 핵심사업 홍보 전략 논의 간담회,서울혁신기획관 등 총 7명,175000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 6명,56300,서울혁신기획관,서울 종로구 우정국로2길 22,셰프의국수전,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 3명,24900,서울혁신기획관,서울 종로구 세종대로23길 54,파리크라상,1
공유서울 등 핵심 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 6명,84000,서울혁신기획관,서울 중구 무교로 17-13,이북만두,1
대학생 혁신역량 강화사업 추진방안 논의 간담회,서울혁신기획관 등 총 3명,29000,서울혁신기획관,서울 중구 세종대로19길,정동국밥,1
사회혁신 생태계 조성 예산 편성 논의 간담회,사회혁신담당관 등 총 6명,132000,서울혁신기획관,서울 중구 남대문로9길,해우리,1
2017년 미래혁신포럼 추진방안 논의 간담회,서울혁신기획관 등 총 3명,60000,서울혁신기획관,서울 중구 세종대로21길 40,몽로,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 3명,54000,서울혁신기획관,서울 중구 무교로 17-25,소호정,1
공유서울 발전방안 논의 간담회,사회혁신담당관 등 총 4명,40000,서울혁신기획관,서울 중구 을지로 6,왕왕생고기,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 6명,60000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 2명,45000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
공유서울 등 핵심 사업 예산 편성 논의 간담회,사회혁신담당관 등 총 6명,168430,서울혁신기획관,서울 종로구 종로3길 17,매드포갈릭,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 3명,25760,서울혁신기획관,서울 중구 세종대로20길 23,닥터로빈,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 4명,100000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 4명,55000,서울혁신기획관,서울 중구 다동,우리집순두부,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 4명,72000,서울혁신기획관,서울 중구 남대문로9길 24,충무집,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 4명,12000,서울혁신기획관,서울 중구 세종대로21길 15,GFS우물가,1
청년주거공유 등 공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 2명,6000,서울혁신기획관,서울 중구 세종대로21길 15,GFS우물가,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 8명,200000,서울혁신기획관,서울 중구 세종대로 124,더테이블한정식,1
공유서울 홍보 전략 논의 간담회,서울혁신기획관 등 총 6명,132000,서울혁신기획관,서울 중구 무교로 32,대게향,1
신규 전입 직원 격려 간담회,서울혁신기획관 등 총 9명,220000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
핵심사업 대외협력 활성화 방안 논의 간담회,사회혁신담당관 등 총 5명,67950,서울혁신기획관,서울 중구 세종대로20길 23,닥터로빈,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 12명,180000,서울혁신기획관,서울 중구 무교로 16,참숯골,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,18000,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,35000,서울혁신기획관,서울 중구 남대문로9길 40,오복미역,1
공유마을 조성 방안 논의 간담회,서울혁신기획관 등 총 2명,7000,서울혁신기획관,서울 중구 남대문로9길 6,스몰하우스빅도어비스트로,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 6명,74000,서울혁신기획관,서울 중구 무교로 17-13,이북만두,1
공유서울 발전방안 논의 간담회,사회혁신담당관 등 총 3명,99800,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
공유서울 확산 예산 편성 논의 간담회,사회혁신담당관 등 총 5명,61000,서울혁신기획관,서울 중구 을지로,한가람,1
사회혁신 생태계 조성 예산 편성 논의 간담회,사회혁신담당관 등 총 4명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
현안 업무 추진 직원 격려 간담회,서울혁신기획관 등 총 6명,55600,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,76400,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
사회혁신 생태계 조성 예산 편성 논의 간담회,사회혁신담당관 등 총 5명,50000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 4명,77000,서울혁신기획관,서울 중구 세종대로 136,붓처스컷,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 3명,75000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
공유서울 홍보 전략 논의 간담회,김○○주무관 등 총 5명,108000,서울혁신기획관,서울 중구 태평로1가,춘산,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,38000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
사회혁신 대외협력 활성화 방안 논의 간담회,사회혁신담당관 등 총 5명,75000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 3명,46000,서울혁신기획관,종로구 우정국로2길 27,알쌈쭈꾸미vs38번가김치찌개,1
서울혁신파크 운영 현안 논의 간담회,서울혁신기획관 등 총 4명,50500,서울혁신기획관,서울 중구 무교로 16,참숯골,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 3명,24000,서울혁신기획관,서울 중구 다동길 20,오군순두부,1
2017 정책박람회 운영 성과 논의 간담회,사회혁신담당관 등 총 5명,70000,서울혁신기획관,서울 중구 을지로,구이구이,1
핵심사업 대외협력 활성화 방안 논의 간담회,서울혁신기획관 등 총 6명,125000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
주요사업 대외협력 활성화 방안 논의 간담회,공유도시팀장 등 총 6명,124600,서울혁신기획관,서울 종로구 청계천로 11,라그릴리아광화문점,1
서울혁신파크 활성화 방안 논의 간담회,사회혁신담당관 등 총 3명,24000,서울혁신기획관,서울 중구 세종대로20길 23,육대장,1
공유 관련 신규 사업 발굴 논의 간담회,서울혁신기획관 등 총 3명,60000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
핵심사업 예산 적기 집행 방안 논의 간담회,서울혁신기획관 등 총 3명,21000,서울혁신기획관,서울 중구 남대문로9길 40,무교동수제비,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 5명,75000,서울혁신기획관,서울 중구 세종대로 124,우도일식,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 3명,50000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
핵심사업 업무 추진방향 논의 간담회,서울혁신기획관 등 총 4명,70000,서울혁신기획관,서울 중구 무교로 24,곰국시집,1
서울혁신파크 홍보방안 논의 간담회,사회혁신담당관 등 총 6명,60000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
청년사회혁신가 양성과정 운영방안 논의 간담회,서울혁신기획관 등 총 2명,28000,서울혁신기획관,서울 중구 다동길 21,미소면가,1
2017 정책박람회 운영 성과 논의 간담회,사회혁신담당관 등 총 6명,82000,서울혁신기획관,서울 중구 을지로,한가람,1
사회혁신 의제 발굴 논의 간담회,서울혁신기획관 등 총 2명,39800,서울혁신기획관,서울 중구 세종대로,샤이바나,1
서울혁신파크 운영 현안 논의 간담회,혁신기획팀장 등 총 5명,115000,서울혁신기획관,서울 중구 세종대로 92,오리마당,1
사회혁신 대외협력 활성화 방안 논의 간담회,사회혁신담당관 등 총 5명,50000,서울혁신기획관,서울 중구 을지로 6,왕왕샤브샤브,1
서울혁신파크 활성화 방안 논의 간담회,서울혁신기획관 등 총 3명,58000,서울혁신기획관,서울 중구 무교로 16,동해일식,1
서울혁신파크 홍보방안 논의 간담회,서울혁신기획관 등 총 2명,25400,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
청년 대상 혁신프로젝트 추진 방안 논의 간담회,서울혁신기획관 등 총 3명,46300,서울혁신기획관,서울 중구 세종대로 124,프레스클럽,1
공유서울 발전방안 논의 간담회,서울혁신기획관 등 총 3명,57000,서울혁신기획관,서울 중구 세종대로 136,붓처스컷,1
